,message_body,abusive,asking_exchange,normal,offline_sell,possible_fraud,sharing_contact_details
1477,Hi! I'm interested in the product that you've put for sale on Quikr. Can you please share some images of it?,0,0,1,0,0,0
4693,printer is working,0,0,1,0,0,0
3246,My location is in Delhi,0,0,1,0,0,0
5821,9902385326,0,0,0,1,0,0
3787,Is it available?,0,0,1,0,0,0
3499,Is it available?,0,0,1,0,0,0
5902,Pinged you on WhatsApp&nbsp;,0,0,0,0,0,1
587,COUNTER OFFER MADE : ? 2400| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4762,could you share your contact details,0,0,0,0,0,1
17,"Yes it is available, feel free to call me at 9910420433.",0,0,0,0,0,1
7713,Your quotation is too high,0,0,1,0,0,0
1955,"Yes, It's available.",0,0,1,0,0,0
4633,"Call Me For More Details 9353077809 KAVERI Enterprises No.104,5th Cross,Near Lakshmi Theater, Opp to Poilce Station,Tavarekere Main Road,Opposite to Forum Mall,Koramangala Landmark Near Lakshmi Theater ** car parking two wheeler parking Available 10.30AM To 9.00PM",0,0,0,0,0,1
6452,"Yes, It's available.",0,0,1,0,0,0
2112,Exchange with samsung Galaxy a80 only one month old,0,1,0,0,0,0
1254,Is your store in  Bangalore,0,0,1,0,0,0
6939,"Let me know if 6k works for you. This is inclusive of the guitar bag.
 Also, Can provide the receipt.",0,0,1,0,0,0
2204,Ok,0,0,1,0,0,0
1497,In emi,0,0,1,0,0,0
5439,Let me know where I can check the camera,0,0,1,0,0,0
8055,PhonePe,0,0,0,0,1,0
1769,OFFER MADE : ? 2899| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4741,Counter Offer: 28000| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
4552,Counter Offer: 16500| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
2033,Is it available?,0,0,1,0,0,0
5414,Think about me too,0,0,1,0,0,0
1333,We can check that,0,0,1,0,0,0
3485,Is it available?,0,0,1,0,0,0
4908,let me know the see the item . and Let me know the phone number.. Location&nbsp;,0,0,0,0,0,1
4404,Hi! I'm interested in the product that you've put for sale on Quikr. Can you please share some images of it?,0,0,1,0,0,0
5102,Is the price negotiable?,0,0,1,0,0,0
8191,COD available,0,0,0,1,0,0
8015,nudity,1,0,0,0,0,0
260,Contact me on Whatsapp +447448288094 for more info,0,0,0,0,0,1
1217,OFFER MADE : ? 1450| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2491,Bill or Invoice available?,0,0,1,0,0,0
7101,No,0,0,1,0,0,0
7368,COUNTER OFFER MADE : ₹ 7000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5942,Will you arrange for the delivery of the item?,0,0,0,1,0,0
3791,OFFER MADE : ? 8000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3976,OFFER MADE : ? 9401| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2490,Is it still available?,0,0,1,0,0,0
2781,K,0,0,1,0,0,0
1885,Or sorry man for wasting ur time,0,0,1,0,0,0
6914,25500,0,0,1,0,0,0
5712,"Call Me For More Details 9663088621/8884575701 KAVERI Enterprises No.104,5th Cross,Near Lakshmi Theater, Opp to Poilce Station,Tavarekere Main Road,Opposite to Forum Mall,Koramangala Landmark Near Lakshmi Theater ** car parking two wheeler parking Available 10.30AM To 9.00PM**",0,0,0,0,1,0
6411,"Yes, It's available.",0,0,1,0,0,0
5333,Is it available?,0,0,1,0,0,0
1225,Ok,0,0,1,0,0,0
3199,Hey where are you from ?,0,0,1,0,0,0
6482,Yeah sure bro..,0,0,1,0,0,0
919,2000 ?,0,0,1,0,0,0
6024,I can proceed,0,0,1,0,0,0
5714,Offer Made: 18000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
4180,2000,0,0,1,0,0,0
1702,Which earphones u have purchased,0,0,1,0,0,0
3034,8770992643 call me,0,0,0,0,0,1
673,Where are u from,0,0,1,0,0,0
186,Hello,0,0,1,0,0,0
1433,What is your location,0,0,1,0,0,0
1184,Battery backup time,0,0,1,0,0,0
6583,9606282873,0,0,0,0,0,1
5997,700,0,0,1,0,0,0
1088,Which city are u staying,0,0,1,0,0,0
8252,Buy direct my side,0,0,0,1,0,0
3147,if u take all will give at 15k per card,0,0,1,0,0,0
619,COUNTER OFFER MADE : ? 3200| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7442,How old is it?,0,0,1,0,0,0
6835,Is it available?,0,0,1,0,0,0
1214,"Please Edit your ad... Select speaker type as ""Portable speakers""",0,0,1,0,0,0
5798,How old is the product?,0,0,1,0,0,0
4006,Shipping Available,0,0,1,0,0,0
2065,Hi,0,0,1,0,0,0
783,Is it still available?,0,0,1,0,0,0
7187,I can't arrange transport,0,0,1,0,0,0
7367,Okay. I'll ping you.,0,0,1,0,0,0
5207,Kindly send me your whatapp number for more details regards product and purchase,0,0,0,0,0,1
6648,Please share some more pictures.,0,0,1,0,0,0
5675,yes available,0,0,1,0,0,0
7586,is this 1333 mhz,0,0,1,0,0,0
4907,as&nbsp; i am going out will come back on friday onle. by evening we will close the deal,0,0,1,0,0,0
7328,Ok,0,0,1,0,0,0
6880,What's the exact model of the CPU in w530?,0,0,1,0,0,0
3269,Do I have to use stablizer,0,0,1,0,0,0
4720,Or add us on what?s app number +91 75650 64472,0,0,0,0,0,1
7049,Is it available?,0,0,1,0,0,0
1365,Kindly give me your WhatsApp number for more details regards product and purchase,0,0,1,0,0,0
2220,Is it available?,0,0,1,0,0,0
6301,"Yes, It's available.",0,0,1,0,0,0
7419,1500 karunga final,0,0,1,0,0,0
4010,Fine it including quicker transfet,0,0,1,0,0,0
3482,Bed price is 13000,0,0,1,0,0,0
7764,OFFER MADE: ₹ 5000 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6767,Please confirm invoice availability and ur name on it,0,0,1,0,0,0
7285,Please share some more pictures.,0,0,1,0,0,0
4450,Offer Made: 3300| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
6462,OFFER MADE : ₹ 10000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6631,COUNTER OFFER MADE : ₹ 5400| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2756,Place,0,0,1,0,0,0
5363,Running on or not,0,0,1,0,0,0
7054,Is it available?,0,0,1,0,0,0
458,COUNTER OFFER: ? 160000 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
8,9704351020,0,0,0,0,0,1
3489,OFFER ACCEPTED : ? 1500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2166,Paytm wallet number ?,0,0,0,1,0,0
7727,The device is still available,0,0,1,0,0,0
6590,"Yes, It's available.",0,0,1,0,0,0
6625,http://teja7.kuikr.com/o1/20190318/ak_1855344526-1552924192_sm.jpg,0,0,1,0,0,0
4185,Hi do u have Nokia 8.1,0,0,1,0,0,0
1541,What's your final price?,0,0,1,0,0,0
2430,Hmm,0,0,1,0,0,0
7372,Means delivery by Quikr or you will pick it up?,0,0,1,0,0,0
2585,Sorry sir,0,0,1,0,0,0
4811,Offer Made: 6000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
443,COUNTER OFFER: ? 4500 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2938,OFFER MADE : ? 5000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6681,"Like bucket , stool , 4 vegetable tray , mattress and pillows",0,0,1,0,0,0
4374,Offer Made: 2500| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
7561,par site se bahut time lag raha hai,0,0,1,0,0,0
2062,What's your final price?,0,0,1,0,0,0
4287,Any emi offer on debit card,0,0,1,0,0,0
2096,Hii,0,0,1,0,0,0
4520,Offer Accepted: 22000| Please access the mobile site through your email to complete this transaction. | http%3A%2F%2Fwww.quikr.com%2FescrowBuyer%3FofferId%3D100027461286%26pass%3Ddbf4287787d6dd215d3e6390f85a6d13%26channel%3DCHAT,0,0,1,0,0,0
1072,Are all the options dual cassette player and CD player in working condition?.How old is it?,0,0,1,0,0,0
1643,I also posted on olx about watch,0,0,1,0,0,0
5485,OFFER ACCEPTED : ₹ 20999| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
181,WhatsApp me. 8937082278,0,0,0,0,0,1
5776,are you still interested in spring mattress?,0,0,1,0,0,0
5914,Phone number sand kara,0,0,0,0,0,1
787,Hello,0,0,1,0,0,0
1350,Is it available?,0,0,1,0,0,0
5586,7208085777,0,0,0,0,0,1
7583,is it still avilable,0,0,1,0,0,0
3553,http://teja7.kuikr.com/o1/20191022/ak_1126917553-1571717357_sm.jpg,0,0,1,0,0,0
4940,Counter Offer: 5664| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
1600,And u cnt get a 30k + thing at much cheaper...,0,0,1,0,0,0
8168,cash on delivery available?,0,0,0,1,0,0
6348,4500,0,0,1,0,0,0
8204,COD available,0,0,0,1,0,0
6890,Station la ya,0,0,1,0,0,0
4154,OFFER ACCEPTED : ? 7000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
522,this is original apple watch or clone ?,0,0,1,0,0,0
1900,Is it available?,0,0,1,0,0,0
7795,No I will have in some time.,0,0,1,0,0,0
6093,Your contact number please,0,0,0,0,0,1
2274,OFFER MADE : ? 3500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2601,Am okay with 17000,0,0,1,0,0,0
4218,OFFER MADE: ? 500 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1001,Is it available?,0,0,1,0,0,0
1373,OFFER MADE : ? 17000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5012,??,0,0,1,0,0,0
826,I want buy your monitor,0,0,1,0,0,0
4622,its excellent without any scratches,0,0,1,0,0,0
2001,Is it available?,0,0,1,0,0,0
1546,u can send it here,0,0,1,0,0,0
3564,Are you interested to buy this product,0,0,1,0,0,0
6185,Please reply,0,0,1,0,0,0
1136,OFFER MADE : ? 12920| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3919,OFFER MADE : ? 900| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
123,Hello ,0,0,1,0,0,0
278,Pls check and resend your WhatsApp number ,0,0,0,1,0,0
6365,18500,0,0,1,0,0,0
882,Is it used or new,0,0,1,0,0,0
737,Hi.... Offer your rate,0,0,1,0,0,0
2926,Is it available?,0,0,1,0,0,0
610,Please pay in cash once you pick up the iron table,0,0,1,0,0,0
366,COUNTER OFFER MADE : ? 1000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
294,9167189670,0,0,0,0,0,1
4600,1 year warranty and 90 days guarantee of return policies ,0,0,1,0,0,0
1659,OFFER MADE : ? 25000,0,0,1,0,0,0
6215,"Kindly message me on whatsapp
 +15208273374",0,0,0,0,0,1
5813,u might bought it for 16k but last 2 years back it was available for 11000 with 32gb storage,0,0,1,0,0,0
8019,bhag behenchod,1,0,0,0,0,0
8162,cash on delivery available?,0,0,0,1,0,0
3201,OFFER MADE : ? 6000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4643,Counter Offer: 9800| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
4099,"Hi, are you still interested?",0,0,1,0,0,0
978,Hello,0,0,1,0,0,0
5239,"8500 is what I can afford with stabilizer; please let me know, thanks",0,0,1,0,0,0
8068,wanna exchange this product with my bag,0,1,0,0,0,0
1877,Ok sir,0,0,1,0,0,0
5669,kal bat karte hai!,0,0,1,0,0,0
7832,When can I see this sofa cum bed to finalize deal,0,0,1,0,0,0
7191,I want to check it out before buying,0,0,1,0,0,0
4931,"Hi Good Morning
Welcome to Quikr-Assured Mobiles and Accessories we are glad to assist you on this",0,0,1,0,0,0
3510,"Hi ! Pls share your number, I just want to buy the 2 seater for 4k",0,0,1,0,0,0
3018,Final price,0,0,1,0,0,0
3414,OFFER MADE : ? 7000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
197,Drop me your whatsapp number sir,0,0,0,0,0,1
4707,How old is the product?,0,0,1,0,0,0
6789,6800,0,0,1,0,0,0
5898,Whichplace,0,0,0,1,0,0
1140,Is it available?,0,0,1,0,0,0
1021,OFFER MADE : ? 11000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2475,OFFER MADE : ? 4000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7431,OFFER MADE : ₹ 1500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1818,Is it I cloud unlocked,0,0,1,0,0,0
6640,OFFER MADE : ₹ 7000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7731,The device is in good condition,0,0,1,0,0,0
2943,Are you interested this product,0,0,1,0,0,0
6556,Hai,0,0,1,0,0,0
6373,"Sir it would be too less since the phone is in very good condition and it is 4g ram, 64 internal",0,0,1,0,0,0
1864,Hindi?,0,0,1,0,0,0
4451,Offer Made: 33500| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
5666,pin?,0,0,1,0,0,0
4158,OFFER MADE: ? 20000 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6539,Me mujhe Naya mil Ra h,0,0,1,0,0,0
713,Is it available?,0,0,1,0,0,0
4848,Is the price negotiable?,0,0,1,0,0,0
5318,9958123541,0,0,0,0,0,1
970,hello,0,0,1,0,0,0
4904,where in delhi,0,0,1,0,0,0
2105,C bro 7200 will be the price because it's a good phone and it's not been damaged or something,0,0,1,0,0,0
3750,7230959122,0,0,0,0,0,1
3932,Bed size,0,0,1,0,0,0
3774,OFFER MADE : ? 8000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6023,It is like new andii,0,0,1,0,0,0
1188,Is it available?,0,0,1,0,0,0
6066,Parcel kar do bhai,0,0,1,0,0,0
7623,"hi, is the price negotiable",0,0,1,0,0,0
5758,it is brand new,0,0,1,0,0,0
1446,If you connect on what's app will share you more pics,0,0,1,0,0,0
7912,9846431159,0,0,0,0,0,1
716,How old is it?,0,0,1,0,0,0
5978,Final price ?? It’s measurements?,0,0,1,0,0,0
5395,364002,0,0,1,0,0,0
1675,OFFER MADE : ? 25000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
986,Is it available?,0,0,1,0,0,0
4236,We talked yesterday right,0,0,1,0,0,0
3352,Hello i need only Sony  headset,0,0,1,0,0,0
1923,Bhai,0,0,1,0,0,0
7030,Sorry it is already sold out,0,0,1,0,0,0
1111,Hlo,0,0,1,0,0,0
377,is cash on delivery available on this item,0,0,0,1,0,0
5895,Offer Made: 10000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
5732,Offer Made: 900| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
5196,"even if I accept those offers, after quikr charges I will get 16,000 so I can agree for 16,000 for direct pickup last",0,0,0,1,0,0
3980,OFFER MADE : ? 9500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7297,Yeah..its rarely used..and in pretty good condition,0,0,1,0,0,0
499,COUNTER OFFER MADE : ? 15000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6162,Please Whatsapp me here,0,0,0,0,0,1
3814,No,0,0,1,0,0,0
7411,OFFER MADE : ₹ 3500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1279,Is this phone is clone??,0,0,1,0,0,0
144,7768899071,0,0,0,0,0,1
3431,OFFER ACCEPTED : ? 2500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7864,I'm interested,0,0,1,0,0,0
3082,This information about my lapy,0,0,1,0,0,0
6430,Is it available?,0,0,1,0,0,0
4462,What is the condition of the device and charger?,0,0,1,0,0,0
7823,Please cote the final price,0,0,1,0,0,0
1553,Kasavanahalli,0,0,1,0,0,0
5770,Offer Accepted: 3000| Please access the mobile site through your email to complete this transaction. | http%3A%2F%2Fwww.quikr.com%2FescrowBuyer%3FofferId%3D100025077126%26pass%3Dcdb6af3d0960c97585eb3bd4ab05e40d%26channel%3DCHAT,0,0,1,0,0,0
237,For more information send me your whatsapp number,0,0,0,0,0,1
5062,Hello..is it still available..,0,0,1,0,0,0
6321,OFFER ACCEPTED : ₹ 600| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3271,"Yeah i m ready to buy but
For Rs 6500 if u are agree
Then i will make the payment just now
I hope you can understand
Thanks in anticipation",0,0,1,0,0,0
2598,Hindi taip,0,0,1,0,0,0
8091,exchange  ?,0,1,0,0,0,0
4333,Is the price negotiable?,0,0,1,0,0,0
2333,OFFER MADE : ? 3500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5114,Bill or Invoice available?,0,0,1,0,0,0
6441,Hi,0,0,1,0,0,0
4636,send me your whatspp number so i can share you more details,0,0,0,0,0,1
6900,Come before 20,0,0,0,1,0,0
1145,Is it in working condition,0,0,1,0,0,0
639,I?m ok,0,0,1,0,0,0
4401,Offer Made: 25000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
3644,Is it available?,0,0,1,0,0,0
7687,How old is it?,0,0,1,0,0,0
7949,change your mindset,0,0,1,0,0,0
3579,How old is it?,0,0,1,0,0,0
5452,Hiii,0,0,1,0,0,0
2953,??? ??? ?? ???? ??,0,0,1,0,0,0
7496,But I m not working,0,0,1,0,0,0
1453,Abi call par bat hui th,0,0,1,0,0,0
7549,can you whataspp me 8457087737,0,0,0,0,0,1
8083,time for exchange  ?,0,1,0,0,0,0
5591,"Yes, It's available.",0,0,1,0,0,0
4000,OFFER MADE : ? 9999| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
889,What is your location,0,0,1,0,0,0
4090,OFFER MADE: ? 13000 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4752,Please call me for further details,0,0,0,0,0,1
2537,Is it available?,0,0,1,0,0,0
1480,Ok,0,0,1,0,0,0
8225,share your details,0,0,0,1,0,0
3921,Ok..then leave it.,0,0,1,0,0,0
1513,Sorry,0,0,1,0,0,0
653,COUNTER OFFER MADE : ? 4199| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5596,OFFER MADE : ₹ 3500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3406,That why price is too low,0,0,1,0,0,0
3372,R u from Maharashtra,0,0,1,0,0,0
630,2800,0,0,1,0,0,0
5330,I am from Malleswaram,0,0,1,0,0,0
6464,Send me your whatsapp no to discuss better sir,0,0,0,0,0,1
2922,OFFER MADE : ? 5000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6823,Ok,0,0,1,0,0,0
5674,How old is the device?,0,0,1,0,0,0
7274,COUNTER OFFER MADE : ₹ 2000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1803,Bill or Invoice available?,0,0,1,0,0,0
6791,Me mere bode bhai dyuti me hai,0,0,1,0,0,0
785,What's your final price?,0,0,1,0,0,0
6702,How old is it?,0,0,1,0,0,0
3060,It's Sold,0,0,1,0,0,0
3277,Where do u stay,0,0,1,0,0,0
1103,can i talk to you,0,0,1,0,0,0
4662,Offer Made: 5000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
3513,Location,0,0,1,0,0,0
5757,no,0,0,1,0,0,0
1164,Hame sirf Moniter Chahiye h...,0,0,1,0,0,0
7332,No.. No damage,0,0,1,0,0,0
1611,"Yes, It's available.",0,0,1,0,0,0
7697,14000,0,0,1,0,0,0
4664,I am from chennai. And expecting quickr to ship it to me,0,0,1,0,0,0
2037,OFFER MADE : ? 3000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5665,okay theek hai!,0,0,1,0,0,0
825,Location?,0,0,0,1,0,0
5255,Is it still available for sale?,0,0,1,0,0,0
95,? ,0,0,1,0,0,0
1351,Call me,0,0,0,0,0,1
4318,15k now,0,0,1,0,0,0
5892,Hi,0,0,1,0,0,0
1142,Please share some more pictures.,0,0,1,0,0,0
3244,OFFER ACCEPTED : ? 1850| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2089,Hm,0,0,1,0,0,0
5445,How old is it?,0,0,1,0,0,0
8149,Send me your current location ,0,0,0,1,0,0
899,I need covering jewellery shop shopcase is this ok for it,0,0,1,0,0,0
249,i have send you a meesage on whatsapp&nbsp;,0,0,0,0,0,1
3796,So maybe same day or 2 days,0,0,1,0,0,0
5900,Is it good condition,0,0,1,0,0,0
4557,12000,0,0,1,0,0,0
2682,The previous buyer was connected for rust ans he refused,0,0,1,0,0,0
7522,Would you like to buy,0,0,1,0,0,0
6216,Give me your whatsapp number for more details,0,0,0,0,0,1
2231,25000 bro,0,0,1,0,0,0
6910,8250170804,0,0,0,0,0,1
3956,OFFER MADE : ? 9000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6059,Can I get your number?,0,0,0,0,0,1
4984,is it still available?,0,0,1,0,0,0
4807,you can also chat us up on&nbsp; 8800481520 for more details and payment&nbsp; terms&nbsp;,0,0,0,0,0,1
7454,Whats your call ma'am for this product?,0,0,0,0,0,1
6717,ok,0,0,1,0,0,0
2341,Is it available?,0,0,1,0,0,0
491,COUNTER OFFER MADE : ? 1500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3231,Less,0,0,1,0,0,0
2775,Let me check if i am eligible for free delivery,0,0,1,0,0,0
2972,How old is it?,0,0,1,0,0,0
4219,What's your final price?,0,0,1,0,0,0
2332,OFFER ACCEPTED : ? 4000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4713,are you ready to buy now ?,0,0,1,0,0,0
1561,Is it available?,0,0,1,0,0,0
5369,No,0,0,1,0,0,0
1149,That might be quikr has made this as offer,0,0,1,0,0,0
6072,Not used much...,0,0,1,0,0,0
3918,OFFER MADE : ? 900| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4657,if you want this product sir&nbsp;,0,0,1,0,0,0
1697,Bec its a entry level player,0,0,1,0,0,0
4860,Could you please share your contact details?,0,0,0,0,0,1
2154,Last offer is Rs.18000 and not less than that.,0,0,1,0,0,0
695,COUNTER OFFER MADE : ? 6000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3524,9000,0,0,1,0,0,0
5362,Nhi hai,0,0,1,0,0,0
1950,Is it available?,0,0,1,0,0,0
6664,OFFER MADE : ₹ 2600| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2108,What's your final price?,0,0,1,0,0,0
2298,OFFER MADE : ? 3500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2202,Ok thx,0,0,1,0,0,0
2019,Why is that you are selling it for less price,0,0,1,0,0,0
6851,15000,0,0,1,0,0,0
7025,OFFER ACCEPTED : ₹ 665| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7558,nahi ho rahi,0,0,1,0,0,0
357,I will send you her university address on whatsapp,0,0,0,1,0,0
6829,To me apni website se cash on delivery order krdu,0,0,0,0,1,0
7557,is it original or copy ? can u update products details on my whatsapp 8722767000,0,0,0,0,0,1
6724,9899102131,0,0,0,0,0,1
1558,OFFER MADE : ? 2100| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
310,Where is it located.. Can I come n see,0,0,0,1,0,0
7507,Is the price negotiable?,0,0,1,0,0,0
1307,OFFER MADE : ? 1500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3319,"Around 4 years, with very less usage... have many CDs too!",0,0,1,0,0,0
127,9877102136,0,0,0,0,0,1
7400,OFFER MADE : ₹ 1400| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5926,Hello,0,0,1,0,0,0
103,99445006506,0,0,0,0,0,1
659,Is it working well???,0,0,1,0,0,0
7151,"Yes, It's available.",0,0,1,0,0,0
3686,Location - Tilak Nagar Chembur,0,0,1,0,0,0
3565,complete iron.. not engg wood,0,0,1,0,0,0
5769,do you want to deal directly without quikr?,0,0,0,1,0,0
4002,What is the final amount you can give,0,0,1,0,0,0
7950,who you stay with,1,0,0,0,0,0
1530,"Sorry,Pl.do it for 2500.Bcoz I also  hv to pay Transportation and delivery  charges to Quikr.",0,0,1,0,0,0
2712,No it's 4 year old,0,0,1,0,0,0
4229,OFFER MADE: ? 600 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4139,OFFER MADE: ? 16500 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3979,Size is 6*3 ?,0,0,1,0,0,0
4009,"Urgently Call me on 9987014884 to fix deal, as we r shifting soon.",0,0,0,0,0,1
4316,Is it available?,0,0,1,0,0,0
2261,OFFER MADE : ? 350| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5101,Batata hu,0,0,1,0,0,0
8042,"HAHAHA "" WAT IS THIS SHIT "" she is gispy SLAVIC BITCH>>>",1,0,0,0,0,0
5888,Pics **,0,0,1,0,0,0
7898,"https://www.google.com/maps?q=12.834584599999998,77.6635615",0,0,0,0,1,0
